fen,eval_cp
rn2k3/p1q2p2/1p4Q1/2p5/5P2/P1Np4/2PK1Pb1/R7 w q - 2 26,664
rnb1k1n1/2pp1p2/7R/ppq1p3/4P1p1/b1NP4/PPP1B1K1/R1BQ2N1 b q - 1 14,-257
r4b2/2pkppp1/p2p3r/P6p/7P/1R1P1P2/N1P1PK2/3Q1BNR w - - 1 16,883
7r/2pkn2p/4p3/1b4p1/p5p1/2RBP2N/3P1PRP/2BQK3 w - - 0 22,1014
rnb1k2r/p1ppqp1p/1R6/8/P4pnP/2N5/2PPPPP1/3QKB1R b Kkq - 0 13,573
rnbk2r1/pp1pppbp/5Bp1/2p5/4P2P/q1PP3N/PP1Q1PP1/RN2KB1R w KQ - 1 9,828
Qn2kbnr/pqp4p/1p1pp1p1/1P6/8/B3P2P/P2K1P2/RN4NR b k - 0 13,650
rnb1k2r/pppp1p1n/6p1/4P3/8/7P/PPPQPP1N/RN2KB1R b KQkq - 0 10,-825
rnbqkbnr/1p1ppppp/2p5/p7/4NP2/8/PPPPP1PP/R1BQKBNR b KQkq - 1 3,27
4kbR1/1bp5/2P5/4p3/NP2P3/8/1BKP4/5B2 b - - 6 40,-759
1r1qk1nr/p2p3p/2pb2p1/5p2/3BP3/N4bP1/PPK4P/1R3B2 w k - 2 19,-747
5b1r/6pp/np6/3kp1p1/P7/4P1K1/1PR3b1/6R1 b - - 1 39,493
r1bqkbn1/pppppppr/B6p/4n3/4P3/2N4P/PPPP1PP1/R1BQK1NR b KQq - 0 5,317
rnbqkbnr/1pp1pp1p/8/3p4/p2P1B2/P5pP/RPP1PPP1/1N1QKBNR b Kkq - 1 7,137
2bqkb1r/1ppppppp/n7/R4n2/1P3P2/4r2P/3PP1P1/1NBQKBNR w Kk - 3 8,262
2bqkbnr/rpppp2p/p1n3p1/5P2/1PP5/8/P2P1PPP/RNBQKBNR b KQk - 0 6,-97
1r6/1b3k1B/p2P4/3p3p/1PRn3P/8/P4K1P/8 w - - 1 41,141
r1bqk2r/p1pppp1p/1p3np1/7Q/3bP3/1P1n4/P1PNKPPP/R1B2BNR w kq - 4 9,-434
r1b2rk1/pppp1p1p/5n2/8/1b4B1/P6N/2P1K2P/Rq3QR1 w - - 2 17,5000
5kn1/p1p4P/4p3/7p/4BPP1/bP3N2/P1PBK3/R2Q3R b - - 0 17,-1183
rn6/3bQp2/1pk1p2p/p2p4/P5P1/1P5N/3NPP1P/3K1B1R w - - 2 19,901
1nbqkb1r/2ppppBp/8/1P6/3PP3/8/1rP2PPP/3QKBNR b Kk - 0 7,522
r5nr/2pn3p/1p1k1B2/3p2p1/p2P2P1/P1K5/1PP1PP1P/RN2QR2 w - - 2 18,906
8/8/3k4/4p3/PPP3R1/2N1q3/6PP/2K2B1R w - - 5 36,582
r3kb1r/pp2p2p/n3b3/3p1ppn/1N5P/P1PP1P2/RP1Q2PR/1NB1KB2 w kq - 0 14,647
rnbqkb1r/p2pppQp/1p3n2/2p5/8/4P3/PPPP1PPP/RNBK1BNR b kq - 0 4,751
rn1qkbn1/4p2r/1pp2p1p/p7/Q3pP2/2PP3R/PP4P1/RNB1KB2 w Qq - 0 12,307
1n4k1/7r/1r1bpp1n/8/4P1pK/2P5/7P/N4B1b b - - 0 33,5000
6nr/7p/p1P1k3/1pb5/4PB2/P1P2K2/8/R7 w - - 4 39,-222
r1b1kb2/1B3p1r/p2p3p/5pB1/P2p4/4P2N/RPPN1PP1/3QK3 w q - 0 15,882
rnbqkb1r/2ppp1p1/1p3n1p/p3p3/2P1P1P1/8/PP1P1P1P/RNBQKB1R w KQkq - 1 7,-432
r2qk1r1/p1pnbpp1/3p4/1P2R2p/4P2P/1PP3PN/3PQPb1/1NB1K2R b Kq - 0 15,521
k7/8/2r3p1/p1pp4/P4R2/4P3/P1P5/R2K2N1 b - - 4 37,-678
r1b3k1/3pq3/1p2p2B/p1p2p2/2P3K1/3P4/P3N1P1/RN2QB2 w - - 0 24,446
rnb1k3/1p1p1p1r/p1pbp2p/8/2PP1N2/8/PP2PPP1/R3KB1R w KQq - 0 12,-420
rnb2b2/1pqk3p/8/p1pP1P2/2P2P2/P7/RP6/1NBK1Br1 b - - 0 22,964
rnbqk1n1/1ppp4/p3pp1b/5Pp1/r7/P1P2N2/1P1PP2P/RNBQKB1R w KQq - 2 10,423
8/2p2k2/rp6/p2p1p2/5P2/2P4P/R7/1NK2n1R w - - 0 30,600
2r3n1/2p2k1r/3p3b/P3p1p1/4P1Pp/2P4P/P6P/RNB4K b - - 0 27,537
8/4n3/2k1p1p1/8/4NK2/1PP5/8/5BN1 w - - 1 36,660
r3k1nr/pqp2p1p/n2p4/1p2p3/RP6/4K3/2PPP1PP/1NBQ1BNR w kq - 0 15,485
5N2/8/prk5/8/7p/P4b2/1B3K2/8 w - - 0 40,-404
rn1qkb1r/p1p1pppp/7n/3p4/p5b1/1P4PN/R1PPPP1P/1NBQKB1R w Kkq - 2 7,72
r1q2b1r/p1knp3/b7/P1p5/2PB4/N3n2R/1P2PPP1/2R1KBN1 b - - 4 24,515
2q2r2/3bn1k1/2rpppp1/pNp5/P3P3/1P3B2/3P4/1RBQKR2 b - - 0 29,-192
2r1kbnr/Bppnqppp/3p3Q/3PP3/8/8/PPb1P1PP/RN2KBNR b KQk - 1 8,646
4k2n/3p2p1/4p3/3b4/PqPP2p1/B3K1p1/n3PP2/7R w - - 2 30,-445
rnbq3r/3k3p/1p2pp2/pPp1p3/8/P2PbP2/2PB3P/RN1K1BNR b - - 0 16,675
3r4/2Bpkp1p/1p2p3/6p1/4P1Q1/3P3q/2P2PP1/3nKBNR w K - 0 22,1298
rn1k1b1r/p1p1p1p1/3p3p/2pB1Q2/q3P3/8/PPPP1PPP/RNB2K1R b - - 3 12,-471
r4br1/3k4/5pp1/p3q3/2P2P1p/1P1P3P/PR2K3/5B1b w - - 0 30,-692
5k2/p4P2/1p6/1P3Kp1/P5P1/7N/1n5B/5b2 b - - 3 33,33
4kb1r/3qpp2/rpnp4/6p1/2b3p1/N1N5/PP1P1K1P/R1B2R2 w k - 0 16,-707
r3k2b/3pnp2/2n3p1/p7/p5KN/P2r1P2/8/8 b q - 1 33,1113
2bn1k2/3p2q1/1p6/P1b2pNp/8/8/3K1P1P/R4B1R w - - 3 34,-504
5b2/4pkr1/8/1bP4p/4P3/P1K5/5P2/RNB5 w - - 1 26,19
1n6/1k1p4/rp1Q4/2p2p2/p1P4p/4P3/P2P1N1P/1R2KBR1 b - - 3 29,-5000
rnb1kb1r/ppp1pppp/5n2/8/2P4N/3PP3/PP3P1P/RNB1K2R b KQkq - 2 9,661
r1bqk1n1/2ppp1b1/2n2r2/pN3p1p/2P2P2/3P3R/PP1KP1B1/R1BQ2N1 b q - 0 14,-123
1n1q3r/r1pbp1bp/p3k2n/1p4p1/1P6/P1PP4/1B2PPPP/RN2KB1R b KQ - 0 11,816
2b2r2/2bpk2p/7n/7P/6p1/4P3/1NP5/5BKR b - - 2 29,615
1nbqkb1r/2pp1ppp/p4n2/p3p3/8/1P1PP3/P1P1NPPP/RNBQK2R b KQk - 1 6,-260
r3kb2/p3pp2/nppq3n/6B1/N3P1bP/3P4/PPPR4/R3K3 b q - 1 21,859
rn1qk1nr/pp3pb1/2pp2pp/8/7P/PPP1Pp1N/3P2P1/RNBQKB1R w KQkq - 0 10,486
rnbqkbn1/1ppppppr/8/p6p/2N4P/3P1P2/PPP1P1P1/R1BQKBNR w KQq - 3 6,74
r3k2r/npp1qnbp/p7/1B2Q3/4P1P1/4Kp2/P1PP1P1P/RNB4R b kq - 3 16,318
8/1p4k1/8/7p/7P/1p1p4/nP1K4/1N1R2N1 w - - 1 41,693
5kn1/1r2p3/2p2p1r/1p1p4/3q1Pb1/1PP1PP1N/6BP/NK5R b - - 1 26,799
2b1k3/1p5n/1P6/7p/5r2/4K1B1/R3P3/3N4 w - - 1 40,489
rnbq1rk1/1p1pp2p/p1p2p2/8/P5P1/4P3/1PPPP3/RNBQKBN1 b Q - 0 10,-46
r3kbn1/1bp3p1/3p1n1r/3N1p2/p1NP3P/8/PP2PPPR/3RKB2 b - - 1 17,675
2bqk1nr/2pppp1p/1R4p1/1P6/8/b7/2PPPPPP/3QKBNR w Kk - 0 8,373
2b1kr2/rp3ppp/n3p3/2pp3n/8/2P1K2N/PPQPP1PP/R1B2B1R w - - 2 15,714
2r5/rN1n4/p2bkP2/7p/PNp2B2/2P2KPP/1P6/5B1R b - - 4 31,-24
rnb1k1r1/pppp1p1p/4p3/8/2P3n1/1PbP1PP1/P3P1B1/R1BQ1K2 w q - 2 14,92
2b1k2r/1r2nppp/n1ppp3/7P/8/R2P4/3KP2b/5B1R b - - 2 25,911
2b1kb1r/3pp1p1/1p2rn2/B4p1p/6P1/P2P1P1B/RPP1Qq1P/3K3R w k - 0 18,409
r1b5/1Nk3B1/p3p3/3p2pp/3n4/1P1PP3/P4r1P/R2K1B1R w - - 3 24,451
q3krn1/r1ppp3/B6p/p4p2/3P1N2/2P5/PP1P4/RNBQ1K1R w - - 1 23,558
r1b2bn1/pQ1kp3/n2p1pP1/7r/1p6/2pPP1PP/q3NK2/R6R b - - 1 19,829
r1bk1nr1/p2n3p/1p2p3/3p4/1pP2QK1/B4N2/P2PP3/RN3B2 w - - 2 21,378
r2k2nr/p3npp1/7p/1Pppb3/6P1/3PP3/3NN2P/3bK2R b - - 0 26,890
7R/3p1k2/6N1/2P5/6P1/5K2/4P3/5B2 b - - 0 38,-780
2b1rr2/6k1/p1p3N1/8/5p2/P2R1P1R/4P1P1/1K3B2 b - - 13 35,115
1nbqkbr1/1p1p1B1p/2n2p2/2p3p1/3PP1P1/2P5/R4P1P/1NB1K1NR b K - 2 16,702
8/5p2/3k1P2/2p5/5pP1/5Q2/2PPK3/2B5 b - - 4 40,-837
2B5/k6r/2p2n1p/6p1/8/bP2Pb2/R4K1P/8 w - - 5 39,-247
rn1qkbnr/ppp1pppp/8/3p4/8/N2PP3/PPP1bPPP/R1BQK1NR b KQkq - 1 4,716
r2qkbr1/pp2ppp1/2p5/3p4/1R4n1/3Q1N1P/PPNP4/R1B1Kb2 b q - 1 19,800
8/1n2kpp1/1PRp4/5r2/8/3KPP1P/8/1n3B1R b - - 4 35,-383
3k1r2/rb1p3R/p2b4/1p2pp2/2N5/1P2P1P1/P3N3/RQ4K1 b - - 4 26,-485
rnbqk1nr/pp1pppb1/2p4p/8/1P2P1PR/2NB4/P1PPKP2/R1BQ2N1 b kq - 0 8,99
3Qkr1B/5p1p/n1p4n/8/8/P2P3P/3NK2b/R6R b - - 1 28,-485
rn2k2r/pb3p2/2p2np1/3pp1B1/8/P1PP1P1N/P3P1PP/R3KB1R w KQkq - 1 14,604
6r1/4k3/2p5/rp1p2p1/R2P2p1/2Pn2K1/2N1N2P/7R b - - 3 28,492
2b3k1/r2pB3/1r6/1p6/8/1PP1R3/4R3/4K3 w - - 3 34,23
r2q2nr/p2kp3/1p1p2P1/5p1B/2P5/7N/PPbB2PP/RN3K1R w - - 1 19,-337
rnb1k1nr/pppp1ppp/8/8/P1P2p1P/N3q3/3PPPP1/R1BQKB1R b KQkq - 2 8,-102
rn1q2nr/p6p/b1p1Bk2/1p1p2p1/1b6/3P2P1/PPP1PP1P/RNBQ1RK1 w - - 0 10,70
rnb1kbnr/pp1ppNpp/8/2p5/qP6/3P4/2P1PPPP/RNBQKB1R w KQkq - 1 6,676
8/r7/3R1p1p/6p1/5PPk/2PN4/1P4K1/2B5 w - - 2 32,709
1nb1k3/1p3p2/6p1/5N2/p3pP2/3P3P/PK2B2P/RN5R b - - 1 29,-728
3k3r/5pp1/r1Bb1p1p/p1p1NPB1/P7/1P4P1/6bP/R3K1N1 b Q - 0 21,406
r1bq2nr/3pk1B1/6Qp/ppn5/5N2/bp2P3/P1PP1PPP/R3KBNR b K - 3 13,-629
Q3kbnr/p1p1ppp1/p3b3/B6p/P1p1PPP1/8/1P5P/RN2K1NR b KQ - 0 13,-1074
r1b3r1/ppppk1pp/2n2p1n/2b5/2P5/3P4/PP2PBBP/1RQ3KR w - - 3 17,526
2b3nr/3p2k1/6r1/p1p5/2P1P2p/NP1B2B1/R4p1P/3K4 w - - 4 27,-98
2b5/3ppkbr/R5pn/3P2pp/1p3PPP/3P4/8/1N1Q1R1K w - - 0 27,683
3r4/1kp5/p1n5/4p1p1/p1PP4/7P/2N1K1BP/1q6 w - - 0 32,-811
r1nr4/n2p4/8/5p2/1pP5/NP1k1K1P/P1R5/4R3 w - - 1 39,5000
r2q4/p2pB2p/P1p1p1p1/4k3/1P1n3p/2N5/3K4/7R w - - 2 30,-419
rnbq1bnr/2ppp2p/1p4k1/p5p1/1P4P1/3PPQ2/P1PN1P2/R1B1KBNR b KQ - 4 8,-254
3q4/r2rk3/p2p4/PP1p4/6NP/6PB/4PP2/4K2R w K - 2 36,-279
1nb1k1nr/rp1p2pp/p4p2/2b1p3/4NP2/8/P1PPP1PP/RNBQKB1R b KQk - 0 8,-759
7r/2k4p/6r1/2Np3P/1p1K1pp1/8/1P3P2/R7 b - - 3 37,297
6r1/2p5/nr2B2p/6p1/1q6/N2RPk2/P6P/4K1R1 w - - 4 36,-446
2k5/br6/4P3/B3PP1p/7P/rN6/pP2K3/R5N1 w - - 3 35,533
r1b3nr/ppp1kp1p/n2p2p1/4p3/8/b2PPN2/PPP1KP1P/RN3B1R w - - 2 13,-253
r1bqkbnr/1pppppp1/p7/7p/2P2P2/1P3N2/1P1PP1PP/RNB1KB1R w KQkq - 0 6,-518
1r5r/p5bp/1n1k3n/6N1/8/1B1p1P2/6P1/3K4 b - - 3 38,803
rnbqkbnr/p1pp1ppp/8/1P2p3/8/4P3/PP1P1PPP/RNBQKBNR w KQkq - 0 4,151
r1b1k1nr/p1pp1ppp/np6/8/P4p1R/N5P1/2PPP3/2BQKBN1 w kq - 0 9,574
1r2r3/1pp3kp/p6b/3qp1p1/3P1pbR/2BnPN2/R3NPB1/1Q1K4 w - - 0 24,-14
rnbqkb1r/ppppp2p/7p/5p2/3P4/8/PPPNPPPP/R2QKBNR w KQkq - 0 4,345
r2qkb1r/p4p1p/np1p4/4p1N1/4P1Pn/p2Q3P/P2N1PB1/1R3K1R b kq - 1 17,263
5r2/1k5p/p3n3/7P/2N2BP1/PR6/1PP5/R3K3 b Q - 2 30,-838
1n4n1/6k1/8/3B1b1r/5N1P/4B2P/4r3/b2K3R w - - 2 31,422
4kbnr/pq6/p2p1p1p/2p5/8/2PPP2P/P1N1K3/R3R3 w k - 0 24,-645
r1b2br1/4kppp/n2p3n/2p1pq2/7P/NP2P3/P1PPNP2/R1B1K2R b KQ - 0 15,899
2n3nB/8/4k3/8/2P3p1/8/3P4/1R3K2 w - - 0 36,459
r4r2/1Rpn1k1p/p2p1Bp1/3P4/P7/7N/4PP1P/1N1Q1K1R b - - 6 18,-766
2kr4/2p5/p4b2/5npp/4P2P/6P1/P2K4/RN6 w - - 1 34,-771
1nb1k1n1/4b3/3pp1p1/2p5/p3P3/B2P1P2/2P1B3/R2K2NR w - - 2 23,639
rnb5/p2k2b1/7n/2P2p2/2p1pP2/1P2P3/P3K3/R1B2NN1 w - - 0 22,-491
4N3/3p1k1p/7p/6R1/2P1b3/4P3/5K2/3r2N1 w - - 6 41,320
4k3/5p1R/8/B2Pb3/1p1P4/2N5/1Q4P1/4KB2 b - - 0 32,-870
3k4/3n1p2/3r3n/p6P/Pp3Pp1/1P3b1R/1RP5/3NK3 b - - 3 37,803
rnbqkb1r/1pp1ppp1/p2p4/7p/3P4/1P3N2/P1P1P1Pn/RN1QK2R w KQkq - 0 9,-673
rnb1k1nr/3ppp1p/p5p1/2p5/P1P1PBP1/1P6/5P1P/RN2KBNR b kq - 0 11,-471
1n1qkbn1/2pppp2/1Q6/8/4P3/1P3NP1/2PP4/r1BK4 w - - 0 18,-488
1rbk1b1r/p1pNp2p/7n/6pq/Pp2p3/3B2P1/NPPPQP2/2B1K2R b K - 1 15,810
2bqk2r/1rpp1n2/1Q4P1/1p2p3/P5K1/2Nn4/1P2N1PP/R3R3 b - - 0 24,838
rn3rb1/p2k4/3p3b/3q1p2/P4PB1/2p5/1P2PK1P/2R2R2 w - - 4 27,-844
7R/3pkp2/1pp1p1p1/N7/8/1PP1B1P1/3K4/8 b - - 0 32,-664
rn2k1n1/ppb5/2p1b3/4p1p1/1PP1p3/6P1/3qRK2/4NQ2 w q - 2 24,-403
3r4/4kp2/5n1p/1P4p1/6P1/P7/5K2/1b6 b - - 3 39,860
r3kbr1/pp2pppp/2ppn3/5K2/3P3P/2N1P3/PB6/1R2QBNR w q - 1 20,710
1r2k1r1/6p1/1p1p3p/1P3p2/3P4/1PP5/7P/RNB1K2b b - - 0 26,298
5k1r/2pp1p1p/np6/1B2P3/rp1P2P1/2QK3P/P1P2q2/RN5R w - - 1 18,297
1n3k2/b7/4bpp1/2p5/4pP2/r3R3/5K2/7N b - - 1 39,816
1R6/p1k3pN/8/r7/8/N1P2p2/P2P3K/2B5 b - - 8 33,-263
rnbqk1nr/1pppp3/p5p1/5p1p/5Q2/NPPP4/P1K1PPPP/R4BNR w - - 0 9,103
1n1r1k2/8/1p3pp1/1P5b/3p1KN1/6r1/2P3P1/R3R3 b - - 5 33,555
1n2kb2/r3p3/3p2pr/2p5/2P1P3/1P4N1/6P1/1K3B2 b - - 3 29,802
1r1k4/pn2p1B1/3p3P/8/8/P3PK1P/3P2P1/R1R5 w - - 1 33,830
5r2/1p2k3/p5p1/4p3/5p1P/P2P4/7P/RK3B2 b - - 3 38,-190
r1bq2n1/p1pp1kp1/np2p1r1/4N2p/8/BP6/P1PPPPPP/R2QKB1R b K - 2 11,-522
2Q1n1k1/2N2p2/2p4p/8/NPP1P3/8/1P1K2PP/3R1B1R w - - 1 34,1204
r1n1k3/pb1p3r/1p2P2p/1B5p/1b6/2PP3q/PP1K1P1P/RN4NR w q - 4 16,263
1nbqk1nr/rppp1ppp/4p3/p7/P1P4P/b7/1PQPPPP1/R1B1KBNR b KQk - 1 5,523
r1bqkbnr/p2ppppp/1p6/2p5/2P5/1Q5P/PP1PP3/RNB1KBNn w Qkq - 0 8,-459
8/1b4b1/1BNk2p1/p3p1PR/P1PN4/3q4/5nK1/R7 b - - 0 38,522
r1b1qb2/1ppp4/8/5p1r/pPk1p3/4PNP1/1R1P1P1P/2B1K2R b K - 1 23,836
5k1r/4pp1p/8/K5P1/3p1BPP/8/P3P3/RN3BNR b - - 0 27,-773
4r2r/8/p1pB1k1p/4p1pP/4P1P1/8/1K1P4/8 b - - 0 35,623
r3knnr/p1p2ppR/8/1Pb5/8/2P2P2/1P1PK1P1/RNBQ1B2 b - - 0 14,-586
1Qq2b2/r3k1p1/n2p2p1/2n5/4P2P/2P2P1b/3P4/4K3 b - - 2 24,1166
1nbk1bn1/r1p1p1p1/1p2r3/2B2pNp/5P2/4P2P/2PPQ1P1/1N2KBR1 b - - 1 15,-436
1r1R1b2/4pkpr/n2p3p/2p2p2/8/B1P2N2/P1PPPPPP/3QKBR1 w - - 3 13,986
rn1qk1r1/1bppppb1/6pp/p2B4/2P5/PP2B1PP/4Nn2/RN2K2R w KQq - 0 16,-648
Rn2kb1r/4pp1p/7p/1Pp5/1P3P1P/4B2N/8/4Kb2 b - - 0 25,222
2b1kbr1/2qB1pp1/1p5p/r1p5/4P3/2P4P/1PQP2K1/1NB4R b - - 0 18,655
rnbqkbnr/1pppp1p1/5pp1/p7/P7/2P5/1P1PPPPP/RNB1KBNR b KQkq - 0 4,702
8/2n2kp1/8/2P2P1r/5P1p/8/RP2K1b1/3q4 w - - 2 38,-602
2b3R1/3k4/7P/1ppp1p2/5p2/P2PP2N/P3K3/RBB5 w - - 0 33,1056
br2kb2/p2p1n2/1p2p1R1/2p5/R1q5/2P1P3/1P1P4/1NB1K3 w - - 2 21,-454
r7/3k4/5Bpp/r1p3n1/2P5/1K1P1PPP/5P2/6NR w - - 1 41,-143
r1b1kbnr/pp1nppp1/3p4/P6p/1p1P3P/4PNP1/2P1BP2/RNBQK2R b KQkq - 0 9,-719
r4b2/p3k1p1/6p1/1p2p3/4R1q1/3n1b2/1K6/8 w - - 1 36,-5000
rnbqkbnr/2pp1p1p/4p1p1/Q7/R7/3PBN2/1PP1PPPP/1N2KB1R b Kkq - 0 7,525
rn1q2nr/2pkp3/3p2p1/pp3p2/1P1PP3/8/Q1PK1PPP/RN3B1R b - - 0 14,17
r2r4/p3k3/2b4n/2P1p1pP/2p2P1P/4P3/P1K5/6NR b - - 2 26,843
1nQ1kb1r/rP1bpp1p/pq1p2p1/8/5P2/3PP1PP/PP6/RNB1KBNR b KQk - 4 11,-500
2b1k2r/r2p1q1p/p7/2p3P1/8/P3Pn2/3P1P1R/RN1QK1N1 w Qk - 0 24,461
1nbk1b2/3pp2r/6p1/pP5Q/5P1P/7R/R2p4/1N2K3 w - - 0 35,-223
rnNqkb2/3pn1r1/p1p3p1/4Pp2/2P4p/5P1P/R1KP2P1/3Q1BNR b - - 5 18,454
r5n1/1p1b1k1r/4p2p/8/4P1P1/1P1P1P2/6BP/2bK4 b - - 7 30,911
4k1r1/4b2p/2n3p1/p6n/1P1p4/P1N2P1N/1R1P1K2/2B4r w - - 2 28,-607
5r1r/1ppkp2p/n7/p2p4/P2PPBn1/1P3PPN/2P5/R2QK2R w - - 1 18,793
rnb5/3p1rp1/k1p4p/p7/8/1PBP1R2/P1P3Pb/RN1K4 b - - 1 26,499
r3qkn1/pppb3r/3pp3/7p/2n2P2/2Q4P/3PP1PR/1N2KB2 w - - 2 17,-658
rnb1k1nr/pp1p2p1/4pp1p/2P5/3P2PP/6b1/2P1PP2/qNBQKBNR w Kkq - 1 10,-270
r1bqk1nr/pp1pppb1/3p2p1/7p/P7/1PP1nN2/3PPPPP/R1BQKB1R b Kkq - 0 9,692
q7/2k3r1/6p1/2bp2p1/6P1/4R2P/5P2/1K6 b - - 4 37,793
rnbqkbnr/p1p1pp1p/8/1p1p4/P2P1p2/5P2/1PP1P1PP/RN1QKBNR w KQkq - 0 5,-456
2r4k/p4pp1/n7/1B6/N2P4/bP1KP3/R1P1N3/2q5 b - - 3 29,714
rk6/8/p3N3/8/RPp5/8/1b6/6K1 w - - 0 41,-61
rn3br1/p2p1pp1/b2k3p/B6K/3N1P2/1P2Q3/4P1PP/R4B1R b - - 0 21,-883
6n1/2p1p1k1/n1Pp1p2/7p/4PP2/2N1B1rP/PP3P2/R1K5 w - - 1 24,749
2b5/2n3p1/2p1p3/rnpp2kp/2P5/1P4P1/2Q1P1RP/2K1R3 w - - 0 32,552
rnb1kb1r/pppp1p1p/4pqp1/8/1P4B1/7N/P1PPPP1P/RNBQK2R w KQkq - 0 6,258
1n2qb2/r1pp1k2/4p1p1/p5B1/P7/2NP4/RPP1K2P/8 w - - 0 22,-489
rnbqkbnr/pppppp2/8/6pp/6P1/2P5/PP1PPP1P/RNBQKBNR w KQkq - 0 3,-18
rnQ2bnr/ppp1p1pp/8/4k3/P1B5/7q/1P1P2P1/1RB1K1NR b K - 1 14,404
2n2k2/5p2/Ppnp2pr/p7/P2bP2P/1p3P2/3N2P1/4KBN1 b - - 1 23,665
rnbr4/4p2p/3kp2n/1pp4P/2q5/PP1B4/2RKN3/8 w - - 3 29,-747
1n3R2/7k/rp2p3/p1p5/2P1P1p1/KP5N/8/R7 w - - 0 37,576
1nb3r1/4n3/Rp2k3/2ppp1P1/P7/b1PP4/1P2P3/1R1Q1KN1 b - - 0 20,-349
rn2qkb1/7r/p1p2p2/P3p2N/2N5/6P1/K1P1P2P/5B1R w - - 1 27,-638
3k1b1r/p1p2p2/1pn5/4B2p/P2P3P/5PK1/1PP1b3/1R5R w - - 0 22,451
4kb1r/4p2p/3q4/1P6/3p1p1K/5Nn1/6r1/8 w k - 0 36,-1142
r7/2p2p2/pp3n2/2k1p3/2Q5/P3K3/3R4/1N2N3 b - - 0 33,59
3k4/p1p1n3/5Nr1/6Qp/P4p2/6P1/1P1PP2P/R1BK1BR1 b - - 2 28,-891
2nk1b1r/4p1p1/2Rp4/8/5PPp/7P/4N3/5K2 b - - 0 31,388
5bnr/pk1r3p/bp2p2B/1p5r/1P2q3/3N1P2/3K4/6N1 b - - 3 28,5000
rnb2bnr/p3k1pp/1pppp3/5p2/P6q/RP1PPP2/1BP3PP/1N1QKBNR w K - 2 10,103
rn3b2/2B1kppn/4b1r1/1p2q2p/2P1P3/P7/2K2PPP/RN3BNR b - - 0 18,745
7b/p2N4/8/2p5/P5k1/B4n2/1P2K3/Rb6 b - - 1 36,-275
rnbqk2r/pppp1p1p/4p3/6P1/1b5P/4P1P1/PPPP4/RNBQKBNR w KQkq - 1 8,560
r3kbn1/pppb1ppr/7p/1P1pn3/3PP2P/8/P1PN1PBP/R1BQ1K1R b q - 0 13,-580
1r2n3/p1n2p1p/1p1p1P1k/7B/2P2K2/P1P5/1P6/RN6 w - - 3 31,-92
rn1qkbnr/p1p2ppp/3pp3/8/2P5/5b2/PP1PP1PP/RNB1KBNR w KQkq - 0 5,-575
rn2k3/3pBp2/p6P/4p3/P5P1/1P6/5KR1/R7 w - - 3 27,731
bn1qnbkr/2p1p1p1/8/4NP1p/8/PP1P1P2/2P3PP/1RBQK1NR b K - 0 14,-411
rn2r3/pp2k2p/n3P1p1/2p5/1P4Bq/3R4/P1PP1P1P/RN3K2 b - - 5 27,701
7r/1b1k4/8/2pP1p1p/2P4P/7N/4K3/8 w - - 1 38,-502
r1bqkbn1/p1ppp1p1/2n2p1r/1p6/4P2P/NP3NPR/P1PP1P2/R1B1KB2 b Qq - 5 8,642
2bq4/B1pnk3/8/p2p4/1p3PpR/P7/P1PNP3/1R1QKB2 b - - 0 23,-675
3k1B2/p7/B3p3/4P3/7P/8/P5P1/3K2R1 b - - 0 34,-853
3k1bnr/r1pb2p1/p1pp3p/8/PPP1Q3/3p3N/RB1K1PPP/1N5R w - - 4 23,815
r1bq2nr/pp1p1kp1/n4p1p/2pP4/4p3/NP2P2N/P1P1P1PP/1RK2B1R w - - 2 12,-677
6r1/4p1b1/2n3p1/p1k5/P7/2p3pP/2P5/2K5 w - - 0 39,-5000
2kr1bbr/ppp1p2p/5n2/B2p1p2/3P4/PP2PN2/R1P2P1P/3QKB1R b K - 0 15,-689
rn2kb2/2p1p1p1/4bn2/1p3p2/4PP2/Nq6/PP1P2PR/R1BK1BN1 w q - 1 16,416
rnb1k1n1/pp3ppr/3pp3/7p/PbpPP3/2P2PP1/RPQ5/1NB1KBNR w Kq - 0 11,857
rn3r2/p3N2p/b7/1k5P/6p1/6K1/2P4R/B4RN1 b - - 1 36,284
2q4r/1pp3pk/R2B4/4P3/2B3p1/4P3/1P6/1NK5 w - - 2 31,-406
1r1qk1n1/p2p4/b2p1p1b/p5p1/2P2PP1/1P1PP3/2R5/4KBr1 b - - 1 19,982
rnb1kbnr/pp3p2/3p1q1p/2p1p1p1/3B1P2/1P3N2/P1PPP1PP/RNQ1KB1R b KQkq - 1 7,585
r2Q4/1b4k1/n2b4/1Pp1r3/p3P3/1P1NP3/PB1K2P1/R3QB2 b - - 1 28,-774
r1bqkbnr/1pppp2p/p1n5/5pN1/4PP2/3P4/PPP3PP/RNBQKB1R b KQkq - 0 5,-314
2b1kb2/2pp4/3p1pp1/1p6/1P2PPP1/4r3/R1PPK1P1/1Q4Nr w - - 2 22,439
r2qk1nr/pp2n1pB/5p1p/2pp3b/8/P6R/2PPPP2/RNBQK1N1 w Qkq - 2 12,263
2N2b1r/6p1/5k1B/8/2p5/Pb1P2PP/1PP3P1/R2K2NR b - - 1 28,-654
r1b1kbn1/1pQnpp2/3p4/p5N1/1P2P2p/N7/PB1P1PPP/R3KB1R w KQq - 0 12,885
